CollateralID,ChargeHolderID,ChargeOrderID,ChargeTypeID,ChargeTypeValue
80639241,10,2,2,4828.59
19161927,3,2,2,17296.11
34664126,3,1,1,5516.83
652998,4,1,2,15518.38
69847682,5,1,1,10837.3
36416524,2,3,2,12662.51
62236090,8,3,2,7516.14
14152698,2,1,1,16748.07
99304768,4,1,2,1706.7
69032926,5,2,2,13084.87
10288073,7,3,1,7629.64
58217877,9,1,2,6157.61
79388596,9,2,1,1898.01
637642,4,1,2,1864.58
23870155,7,3,2,16002.25
77694708,2,1,2,10239.8
51632126,8,1,2,8358.11
34966632,5,2,2,7493.07
49994502,6,2,1,1221
61483398,7,2,1,14078.61
67955261,10,2,2,9579.03
80710877,5,1,1,14182.4
31851885,4,3,2,10708.15
91334849,1,3,2,9306.52
66890718,4,2,1,3855.95
84101124,6,3,1,5026.44
17311984,1,2,1,15315.31
57970805,1,2,2,16960.92
8348273,1,1,1,19941.65
41866776,10,1,2,6663.6
1267324,4,1,1,7341.73
87136702,8,1,2,6377.03
35079239,1,3,1,8341.62
75824566,3,2,1,10659.57
58798462,9,2,1,4423.55
13296598,8,3,2,18301.76
81948617,6,2,2,11561.42
18848414,3,1,2,709.35
77612362,7,1,1,14776.78
14467979,1,1,1,11223.96
18402098,4,2,1,14709.73
16936965,3,3,2,10943.82
97310169,1,2,1,654.78
89494536,3,1,2,6927.34
16801713,8,3,1,8168.26
65787994,3,1,1,18308.63
41919940,7,1,1,12013.6
59720849,4,2,2,10959.36
10672232,4,3,1,6070.14
19104699,3,3,2,1207.11
87869791,8,1,1,9558.38
37009944,7,3,2,13544.3
17478884,9,2,2,1040.43
40985961,7,2,1,1732.14
40939603,1,1,2,8797.96
19008822,2,2,2,19791.77
55772280,7,1,2,4299.84
48946965,10,1,2,3577.68
99787937,8,3,1,12611.14
26530409,6,2,2,4268.74
49241848,2,1,2,12452.29
86158042,2,1,1,15796.44
12423936,1,1,2,17496.22
43407843,4,3,2,5976.06
48041521,3,3,2,12896.91
22561742,4,1,2,10733.08
98569379,4,2,2,8014
26492841,6,1,1,12868.45
53677850,1,1,1,9494.76
87963328,3,1,1,4335.34
83731300,5,3,1,5318.76
70318102,8,3,2,17213.99
69652994,5,1,2,3894.86
2537383,6,2,1,11988.09
75269868,7,2,2,7553.28
94230922,3,1,2,1980.76
88410384,4,3,2,7223.59
85344221,9,3,1,10914.97
36935526,9,1,1,7034.62
91891846,5,3,1,11814.72
67048040,5,1,2,10425.74
21443278,2,3,2,12687.64
65971659,9,2,1,518.05
68409443,10,2,2,5299.94
33965285,5,3,2,2496.84
73071013,9,1,1,15756.48
95154844,4,1,2,19473.45
85317974,1,2,1,9462.08
94964314,2,1,2,1364.33
54471126,6,3,2,502.16
75602609,8,3,1,13450.68
43982979,9,3,1,17921.05
99596227,2,3,2,43.07
74909751,4,3,2,16629.73
66848554,5,2,2,16362.61
67321839,6,3,2,18463.83
27069201,7,1,2,1557.49
64508115,2,1,1,8088.77
99425306,3,3,1,18963.35
61050243,1,2,1,18147.15
59098493,1,3,2,8215.73
7171259,1,3,2,19634.24
56593385,3,1,1,19004.18
60274467,2,2,2,4029.95
37612368,10,1,2,5311.78
41426746,10,2,1,14529.24
14473270,10,1,2,15892.17
23420482,1,3,1,6993.18
26931887,3,2,1,3787.06
36952977,8,2,1,18031.07
5974083,4,1,1,14272.61
15988913,10,3,2,18253.59
51420994,8,2,1,7515.59
33096002,10,3,2,6962.44
64522500,3,3,2,10970.52
93649093,4,1,2,10264.02
99612040,1,1,1,11785.78
38497706,3,1,1,19042.33
23934044,10,3,2,12466.94
85404959,8,1,2,17094.54
1726422,9,3,1,2996.01
85833984,3,3,2,15205.1
58514922,6,3,1,17704.14
56306577,3,2,2,16924.06
33493348,3,3,1,5187.91
95829629,9,1,1,9037.83
33148653,4,2,2,13967.65
69294952,5,1,2,6023.14
34675779,1,1,2,688.03
57232330,9,3,1,9917.45
35332684,6,3,2,6784.68
38809999,3,2,1,7820.22
43581894,10,2,1,409.48
42245329,6,3,1,7249.92
45374457,2,3,1,15986.22
