Id,CollateralID,Indexation,Valuation_Currency,Valuation_Date,gross_value,DiscountedValue,is_primary,ChangeType,CreatedDate,LastModifiedDate
tcedz52187,nvz48853321,False,USD,2015-02-03,8805591.00,523113.00,False,UPDATE,2014-11-11 02:59:12,2015-01-31 07:07:05
ngdas62061,apy26434436,False,GBP,2010-05-02,654507.00,991716.00,False,UPDATE,2014-04-17 10:29:17,2015-06-05 01:03:23
wiqsi05349,fga66991115,False,GBP,2015-04-07,4225971.00,16065978.00,True,CREATE,2012-05-10 02:25:05,2012-07-08 06:01:19
xelrt65095,esv62460044,False,USD,2012-03-29,412823.00,42064678.00,False,UPDATE,2013-07-14 06:44:12,2013-03-11 02:43:14
batmo25083,qzl35401022,False,USD,2013-03-29,83118353.00,3164984.00,True,CREATE,2014-07-30 09:15:53,2017-04-06 03:30:50
ermor12912,dwh03447662,False,USD,2013-09-26,6827652.00,9676597.00,True,CREATE,2012-08-25 02:32:48,2014-09-01 10:16:22
yqpur27665,wim27090263,False,GBP,2014-03-05,992211.00,494373.00,False,UPDATE,2011-10-22 02:01:22,2014-03-01 11:00:40
tzcyn79946,vul02455895,False,GBP,2013-07-16,394713.00,6760637.00,True,UPDATE,2015-04-06 02:20:10,2013-06-22 12:34:20
luach33022,ben08684535,False,GBP,2011-07-06,955751.00,308380.00,False,CREATE,2012-10-02 06:23:04,2015-10-28 06:52:29
cqciu52035,ltx34499466,True,USD,2011-01-14,4056913.00,2423481.00,True,CREATE,2013-11-16 10:58:03,2013-06-15 02:30:02
bvaye57791,goy43090193,False,USD,2012-07-08,20031074.00,335368.00,False,UPDATE,2011-02-24 04:56:11,2012-07-17 12:00:46
uhbbk20440,ykw68069499,True,USD,2011-10-18,966694.00,3250781.00,True,CREATE,2015-02-10 01:04:46,2012-12-16 04:16:22
xegrn91968,itw93936981,True,USD,2012-11-08,595732.00,67485396.00,True,UPDATE,2013-11-12 12:48:57,2012-04-02 07:28:31
butul86844,waf28348716,True,GBP,2014-02-23,730554.00,61977688.00,False,CREATE,2014-01-28 09:41:46,2016-08-13 06:36:19
sboat98150,end97761695,False,GBP,2010-12-30,658799.00,508405.00,True,CREATE,2013-03-28 01:29:03,2016-05-30 08:13:49
otcsj40248,ybq62690800,True,USD,2013-04-18,910752.00,907182.00,True,CREATE,2013-09-22 11:49:59,2012-09-19 01:24:14
zkdtz59586,bzn66506783,True,USD,2013-05-19,334441.00,5694924.00,True,CREATE,2013-10-22 11:26:32,2013-03-30 04:15:33
prjtr12412,fdc00412591,True,GBP,2010-06-30,7806949.00,824810.00,False,CREATE,2012-02-13 06:53:24,2013-05-06 01:07:56
doalo84491,dec48586328,True,USD,2014-03-03,962869.00,4525.00,False,CREATE,2014-02-20 03:58:57,2012-09-16 11:32:55
tqdln20370,uqg58540512,False,USD,2013-09-04,21711414.00,4760096.00,True,CREATE,2013-03-30 08:08:17,2013-06-06 12:42:27
ujtha44283,ztm60678441,False,USD,2011-03-14,863665.00,26609565.00,False,UPDATE,2015-04-02 10:32:19,2012-12-20 01:35:43
aujwt26230,adq38123946,True,USD,2011-08-17,505401.00,155658.00,True,CREATE,2013-12-02 10:10:57,2016-09-19 12:47:19
qszfq04866,tgz80568918,True,USD,2013-10-27,4815077.00,433492.00,False,CREATE,2013-01-21 04:08:09,2012-08-19 06:48:54
heypp36480,rkm32724799,True,GBP,2011-12-04,9422420.00,3747349.00,True,UPDATE,2015-04-06 07:52:19,2016-04-27 12:32:08
riryr15393,gtx98970006,False,GBP,2015-03-18,261931.00,8087639.00,False,UPDATE,2014-06-05 04:17:57,2016-09-19 03:40:37
xljsb46108,zjf99151100,True,USD,2012-11-04,28888715.00,926212.00,False,CREATE,2013-04-16 05:33:24,2016-05-30 08:59:43
xafqr73343,cyz67341578,True,GBP,2013-05-20,285230.00,184585.00,False,UPDATE,2011-05-17 07:13:55,2014-09-01 02:01:10
qylth18518,sjx01467119,False,USD,2011-06-10,65652847.00,64578772.00,True,UPDATE,2010-02-02 05:38:08,2015-09-15 11:50:05
jztvq28867,khs22137978,False,GBP,2011-01-07,323654.00,6046691.00,True,CREATE,2012-01-27 12:36:24,2013-06-15 06:28:23
yhghd61386,mrc04823544,False,USD,2014-03-27,214253.00,635259.00,False,CREATE,2014-08-22 05:31:34,2015-05-25 06:27:11
ifvsa62000,rpy69679919,False,GBP,2010-03-15,259337.00,32125.00,True,CREATE,2011-04-15 04:18:27,2016-05-06 02:46:33
wzzem30886,yhg03107449,True,USD,2012-06-19,95698661.00,3743224.00,True,CREATE,2012-07-01 08:31:09,2014-12-14 01:01:57
twcut55160,qpi79583752,True,USD,2014-03-25,47321049.00,4390736.00,False,CREATE,2011-05-16 05:15:57,2014-06-26 02:19:24
effjr39647,flc93335759,False,USD,2014-03-18,23928716.00,66361114.00,False,CREATE,2012-05-28 05:28:20,2017-01-18 01:52:21
daahq50011,nid62179985,False,GBP,2011-12-30,325993.00,6872374.00,False,UPDATE,2013-06-15 06:36:27,2014-08-03 10:26:53
apbav87125,hxb54351129,False,USD,2015-04-30,119909.00,185522.00,False,UPDATE,2011-01-09 10:58:36,2016-06-11 01:51:43
cunun39470,vkc59616400,False,GBP,2011-07-04,999360.00,31998024.00,True,UPDATE,2010-10-14 08:05:58,2016-09-19 01:16:41
cxmuq67731,dkc73941898,True,USD,2011-05-17,49982.00,25792364.00,True,CREATE,2011-04-15 05:20:13,2012-04-20 01:23:42
rqkmk66247,qtc45727121,False,GBP,2011-02-09,45243392.00,124323.00,True,UPDATE,2013-06-11 08:30:19,2012-11-26 03:25:36
hppvo73714,sjw65399264,False,GBP,2013-02-06,8517307.00,7888796.00,True,UPDATE,2014-11-19 11:20:11,2012-06-22 09:12:03
qrfkn87456,vfe13976964,True,GBP,2011-02-28,65899.00,428247.00,True,UPDATE,2010-03-01 07:01:06,2012-06-24 08:59:24
qlfun37164,kew43744793,False,USD,2015-03-22,1534707.00,735623.00,False,UPDATE,2010-12-03 11:31:17,2016-09-15 03:01:40
fnndm99033,exa41360191,True,GBP,2012-11-05,48667.00,310367.00,True,CREATE,2012-03-07 08:27:59,2012-05-06 03:25:51
eqirj88943,khv25644855,False,GBP,2012-03-15,2737931.00,8557642.00,False,CREATE,2012-07-08 07:59:01,2014-05-01 07:27:35
uwlib44356,vtp90969912,True,GBP,2013-02-25,9144643.00,84817896.00,True,CREATE,2014-06-20 07:49:53,2015-02-27 07:03:41
zpwww82950,qvp10264611,False,GBP,2010-11-15,127531.00,71328626.00,True,CREATE,2012-05-20 01:42:18,2013-11-08 05:21:10
nvoos45365,bfp65027448,True,USD,2014-11-27,590084.00,212724.00,False,CREATE,2014-05-11 07:58:53,2013-11-19 08:01:09
zgqtp87510,svf61609109,True,GBP,2011-02-11,731292.00,3014861.00,True,CREATE,2011-10-12 04:43:56,2015-05-04 11:45:11
rllvq06043,deu26616024,False,USD,2010-06-19,210212.00,963507.00,False,UPDATE,2013-05-10 10:38:39,2014-05-04 03:02:29
gziao60318,waz44177510,False,USD,2015-05-12,4874202.00,840737.00,False,CREATE,2010-08-13 12:13:21,2017-02-09 08:15:51
nqjlk77748,dqq56710091,True,GBP,2015-01-20,864300.00,92334214.00,True,CREATE,2011-01-17 08:28:01,2013-09-11 02:56:29
hitdn94820,zsu43722142,False,USD,2010-10-16,799146.00,798669.00,True,CREATE,2012-10-24 03:10:02,2013-05-11 01:38:19
agvit46571,ubc01525739,True,GBP,2012-08-15,47019465.00,9268165.00,False,UPDATE,2010-05-18 07:35:14,2014-10-11 07:49:19
mbtca22022,zra39466596,True,USD,2013-04-02,6372171.00,831653.00,True,CREATE,2015-04-03 02:06:49,2017-02-02 09:07:48
awtkv35511,hbi18923481,False,GBP,2014-05-01,68468084.00,1217336.00,False,UPDATE,2011-12-13 06:31:27,2013-07-12 01:27:53
rrynu35303,qtv58306318,True,USD,2013-11-03,346227.00,6136230.00,False,UPDATE,2011-03-02 07:22:23,2015-02-01 03:15:22
aedag18203,scc38739809,True,USD,2014-04-22,749474.00,739329.00,False,CREATE,2013-02-08 02:13:44,2017-05-03 12:25:54
ptrgf36822,tqs90803346,True,USD,2010-04-21,556105.00,110727.00,True,UPDATE,2010-09-07 12:38:11,2014-01-28 08:31:50
tjayu84824,vig86265329,True,GBP,2011-01-08,94339153.00,224129.00,True,CREATE,2012-12-22 06:39:05,2013-06-25 05:14:33
naips20969,qhx41377700,True,USD,2010-06-12,62038410.00,5850098.00,True,CREATE,2010-05-01 11:42:33,2012-06-18 01:41:16
yelxb18094,sqe82198238,True,GBP,2010-08-22,1868306.00,739895.00,True,UPDATE,2010-01-30 10:08:51,2014-07-27 02:44:49
mbcbv78425,waq49578405,True,USD,2011-11-29,76124.00,772776.00,True,UPDATE,2011-09-20 09:00:06,2012-11-26 07:47:46
ttaqe26880,kjm39764006,True,USD,2014-10-20,766146.00,282644.00,True,UPDATE,2012-02-09 08:23:06,2015-10-06 05:19:34
udxdn46671,ucs82322889,False,GBP,2010-09-15,88112128.00,3993259.00,False,CREATE,2012-01-16 06:59:44,2012-10-31 06:48:37
tdpvw38010,afe91367839,False,GBP,2012-07-20,23335.00,4219847.00,True,UPDATE,2012-04-28 04:08:05,2014-04-04 10:57:37
tvysc55548,zuu65276086,False,GBP,2012-08-04,3419555.00,431952.00,False,CREATE,2014-05-10 10:57:44,2012-05-06 05:41:18
kwkun43216,zkq09771196,False,GBP,2012-02-11,33037261.00,984019.00,False,UPDATE,2013-09-20 06:11:45,2016-07-15 12:22:54
exrdn86703,vzo02607137,False,USD,2013-03-15,62114.00,783911.00,False,CREATE,2011-11-26 03:51:17,2014-06-28 06:12:47
dania41776,vek63119911,True,GBP,2011-07-27,102751.00,578425.00,False,UPDATE,2010-02-15 12:14:53,2012-12-31 07:03:14
tultn85388,fir04254401,True,USD,2011-09-26,375178.00,3570210.00,True,UPDATE,2014-10-23 01:32:01,2012-07-08 02:50:42
jtyjn21961,jas89773178,False,USD,2012-06-13,601889.00,477267.00,False,CREATE,2011-07-23 04:19:43,2014-05-24 10:07:17
qcvaf25827,kge26443382,True,USD,2010-09-04,867061.00,5941283.00,True,UPDATE,2011-10-22 09:41:10,2016-07-11 02:34:02
wuzzl88870,att06036455,True,GBP,2013-12-01,20469396.00,33131482.00,True,UPDATE,2012-11-15 10:33:31,2012-09-26 08:33:22
csbaz86517,fzb40814819,False,USD,2014-04-17,608046.00,389078.00,True,CREATE,2014-09-03 10:46:29,2013-12-03 02:37:23
tbqnd35609,trb18605087,False,GBP,2014-05-24,99327.00,652299.00,True,UPDATE,2010-04-02 10:19:07,2015-05-08 03:25:29
xojqj31652,esn61658831,False,USD,2012-05-26,98385665.00,177834.00,False,CREATE,2010-06-28 06:31:03,2014-02-08 10:01:42
iefxx67751,ovi93767500,False,USD,2014-10-08,18657636.00,97204718.00,True,UPDATE,2013-02-07 04:53:51,2017-05-11 02:29:52
cnbsh88823,hwn94130631,True,USD,2010-02-08,753847.00,783051.00,False,CREATE,2013-06-29 07:05:11,2016-06-07 04:48:48
xcemk45550,xlk87687585,False,USD,2014-09-22,71743006.00,4945844.00,False,CREATE,2014-02-11 01:56:54,2012-09-01 12:51:27
mkxhr54616,prl04250590,False,USD,2014-04-01,44714594.00,892716.00,True,CREATE,2013-01-13 10:55:07,2014-11-11 01:22:02
emssw80298,kti46856142,True,GBP,2011-01-12,8030118.00,126602.00,False,UPDATE,2012-05-11 08:35:15,2016-06-06 11:24:10
dbfrf39692,zdc31441044,True,GBP,2010-03-03,931280.00,38063500.00,False,CREATE,2011-09-22 01:45:34,2012-01-25 01:21:39
moipz34343,mpp07896287,True,USD,2014-12-19,9213194.00,87905.00,False,CREATE,2015-03-19 12:16:39,2013-08-31 10:36:54
ebkpo48588,bwa88962343,False,USD,2014-04-19,127159.00,72557990.00,True,CREATE,2013-06-09 04:11:35,2017-02-15 09:15:30
zgntj63397,ikm52827550,True,GBP,2015-03-10,198359.00,36927396.00,True,CREATE,2011-04-11 02:25:47,2015-02-06 05:44:26
voihh69663,jqe99558001,True,GBP,2014-05-17,4715210.00,1555396.00,False,UPDATE,2010-11-05 08:35:13,2014-03-06 01:51:04
ohzti01779,czc55568273,False,GBP,2013-10-05,6156988.00,993868.00,True,UPDATE,2011-09-28 07:30:17,2013-10-29 11:00:05
wlumw11354,czg54166503,True,GBP,2011-05-03,4475920.00,73588.00,True,CREATE,2013-07-19 03:20:16,2013-08-30 06:21:34
ztqcl42081,tdo44966076,False,GBP,2013-03-02,2880507.00,3496079.00,True,UPDATE,2014-07-27 10:12:22,2013-03-06 02:43:45
ndpzt40099,gfq37920222,False,GBP,2010-02-14,94812359.00,596666.00,False,UPDATE,2011-08-11 06:51:01,2012-05-09 02:06:07
vmdvj38587,bbe62088660,True,GBP,2011-03-07,64341603.00,876979.00,True,CREATE,2010-02-22 10:38:32,2013-08-30 04:42:35
eexfb40997,gvu41455978,True,USD,2014-06-20,4744627.00,65559275.00,True,UPDATE,2010-01-31 09:40:43,2015-04-04 05:43:24
nbpfc56575,ayl08662316,False,USD,2013-01-21,123908.00,8433651.00,False,CREATE,2011-03-16 08:42:37,2016-03-12 07:35:10
xlsgw31491,iuu27429749,False,GBP,2013-03-01,98318195.00,902323.00,False,CREATE,2013-03-14 09:24:45,2012-10-23 07:03:38
uusvv40555,uua42476580,True,GBP,2011-02-15,129395.00,980222.00,False,CREATE,2012-12-17 03:55:56,2015-10-20 12:15:26
plaov71584,pbb81895196,True,GBP,2014-01-19,13693647.00,613021.00,False,CREATE,2010-09-11 02:08:59,2015-01-29 02:15:11
ivziv44681,qaf04925251,True,USD,2011-04-18,362841.00,797801.00,False,UPDATE,2012-02-17 01:18:32,2014-08-14 07:11:08
yoack65073,lbo07286151,False,USD,2011-05-05,70917666.00,139692.00,False,CREATE,2012-08-08 01:59:53,2015-07-22 07:51:54
kxcec61129,krm94669607,False,GBP,2014-10-17,8000463.00,628500.00,True,UPDATE,2013-12-28 06:30:20,2015-08-07 01:31:38
wzdnl27263,rmk90081065,False,GBP,2014-05-19,84150971.00,2103347.00,True,UPDATE,2010-11-24 03:35:19,2012-06-16 05:43:53
qsnku20707,smi54165008,False,USD,2012-12-10,632899.00,425912.00,True,CREATE,2014-05-15 04:01:34,2012-10-14 04:07:32
ttzuq95223,mvh23763088,True,USD,2010-09-25,7692583.00,25452028.00,False,UPDATE,2014-08-08 06:51:44,2015-11-02 12:44:30
nynuh21392,ymf78649181,True,GBP,2011-02-06,9421.00,720317.00,False,UPDATE,2011-09-30 10:38:59,2014-03-20 02:27:29
eawss36722,gct81352265,True,USD,2013-11-27,2488808.00,353688.00,False,UPDATE,2014-04-20 08:24:58,2016-06-02 03:41:34
emmxs85661,rbx55827915,True,GBP,2015-02-12,5364140.00,942608.00,False,UPDATE,2013-11-17 03:06:16,2015-09-19 04:14:02
bugvk49815,ruz60234294,False,GBP,2011-08-10,443719.00,61140909.00,True,UPDATE,2011-10-03 09:51:19,2015-05-20 02:58:36
kzqgi97768,xqs50967342,False,GBP,2012-02-22,683955.00,354928.00,False,CREATE,2010-09-17 05:38:47,2014-08-07 02:02:45
kgbaz08067,gft32049322,False,USD,2010-06-11,839695.00,682309.00,False,CREATE,2012-12-09 05:15:21,2012-08-10 11:55:30
rpnug56741,haj74843862,True,USD,2013-09-22,16599731.00,943193.00,False,UPDATE,2012-05-24 09:32:36,2013-04-06 10:22:58
zdcjq69200,zsk09801749,True,GBP,2011-01-12,724804.00,331906.00,False,CREATE,2010-12-23 07:22:38,2012-07-29 04:47:05
ftgch28485,jeg68111631,False,USD,2013-04-21,60399273.00,204320.00,False,CREATE,2013-02-01 02:32:00,2012-10-22 06:18:26
fsyzx71912,mtz16570654,False,GBP,2012-04-16,6717433.00,825542.00,True,CREATE,2010-07-05 01:23:34,2016-01-28 03:25:37
dpeuc90987,obq91539381,False,GBP,2011-01-08,82146789.00,904539.00,False,UPDATE,2015-03-08 09:41:45,2016-05-20 02:22:40
hxzec62672,hho46450633,True,USD,2013-08-24,207658.00,95490548.00,True,CREATE,2015-04-15 10:07:04,2016-05-11 02:42:37
ydcbe03281,ffw08114509,True,GBP,2013-03-18,66389526.00,364487.00,False,CREATE,2010-12-26 04:27:58,2013-12-17 03:26:48
dqdks14422,exx71678295,False,GBP,2011-06-11,61809226.00,265818.00,False,UPDATE,2013-02-14 09:57:17,2015-11-06 09:32:03
afgen88193,ziy12681775,True,USD,2011-05-21,79464072.00,3038681.00,True,CREATE,2013-11-30 04:32:15,2015-08-07 07:56:30
inkby89626,zom02887507,False,USD,2011-02-16,31293.00,516653.00,False,UPDATE,2014-08-07 05:54:34,2015-06-15 01:40:05
knqqj38011,qla36708468,True,USD,2011-07-20,6283367.00,241319.00,False,UPDATE,2012-12-06 12:57:57,2012-07-29 05:56:02
yiylr86834,wuu60649049,False,USD,2010-07-31,2010386.00,64440.00,True,UPDATE,2015-02-10 11:32:52,2013-01-15 05:32:16
zvifs43168,vba58935874,True,GBP,2014-01-30,242141.00,874144.00,False,CREATE,2012-03-09 04:49:47,2013-09-19 01:47:40
uivdz75596,dsu55966530,True,USD,2010-09-01,660436.00,189379.00,True,UPDATE,2011-01-20 04:07:14,2012-04-02 08:52:04
osmud65196,ppn31514788,True,USD,2012-08-08,746241.00,1674363.00,False,UPDATE,2011-02-27 05:20:26,2017-02-13 08:02:09
ihkkd61832,for78825752,True,USD,2014-06-29,37370662.00,7961896.00,True,CREATE,2015-01-01 04:24:32,2014-05-06 01:32:06
fxauz31943,wym13787564,True,USD,2013-02-10,9314598.00,33255581.00,True,UPDATE,2010-03-17 04:28:53,2017-03-05 04:30:30
yxyro87796,rgg51187512,True,USD,2010-11-02,708921.00,1086965.00,True,CREATE,2011-11-19 08:52:54,2014-04-23 12:38:59
kyxoq21405,hdx43131899,True,GBP,2010-03-31,70741.00,66825222.00,False,CREATE,2013-07-17 05:50:31,2016-09-18 05:58:46
cztak93812,fbc67081037,True,USD,2013-03-27,164538.00,8174118.00,True,UPDATE,2014-12-16 09:58:30,2015-03-24 05:14:31
aisdf96551,hpe16343739,False,GBP,2014-03-01,37396721.00,7602132.00,True,UPDATE,2010-01-15 11:17:31,2016-02-06 08:28:18
whpur56260,klm85760972,True,USD,2013-04-29,650884.00,255514.00,False,CREATE,2011-12-31 06:03:56,2014-12-10 12:28:22
szfhl86858,vzq09831722,False,GBP,2010-09-28,348660.00,139465.00,True,CREATE,2014-06-17 07:31:27,2012-02-10 03:02:51
wgqbs09676,clg94066122,True,GBP,2010-07-13,942275.00,9989026.00,False,CREATE,2012-05-16 12:09:42,2012-03-17 06:46:56
cwwve47766,hxw91364261,False,GBP,2013-04-10,71030.00,94566937.00,False,CREATE,2014-08-04 12:44:54,2016-03-10 07:56:37
frvck19657,uid07145698,True,USD,2010-06-26,34583.00,34307278.00,False,CREATE,2012-10-15 10:43:35,2014-06-20 12:03:24
zdrmr63783,ivy85509140,False,USD,2010-07-03,9725043.00,6700607.00,True,CREATE,2012-09-20 12:44:07,2014-12-29 04:52:07
obqly21007,niy19796516,False,GBP,2010-11-08,889263.00,217923.00,True,UPDATE,2011-03-03 03:18:15,2012-02-22 03:12:20
cdbvw19375,ump24326321,False,USD,2011-03-09,94668921.00,548917.00,False,CREATE,2015-02-26 08:55:59,2015-06-26 03:11:51
kscua02740,gwa36487943,False,USD,2010-01-18,96123444.00,990188.00,True,UPDATE,2015-05-14 09:01:13,2014-10-27 10:05:01
tygkq94202,jic99379409,True,USD,2013-03-07,6789879.00,2969631.00,False,UPDATE,2014-08-25 10:45:26,2016-08-07 01:04:09
jsznd76241,npm21783152,False,GBP,2013-02-02,9250163.00,1414438.00,False,CREATE,2013-09-27 08:42:11,2015-01-20 04:43:30
kyyfr46499,bgy39482308,False,GBP,2014-07-30,7917788.00,5779311.00,True,UPDATE,2014-05-28 03:48:26,2015-06-04 05:07:03
hqhxl15294,zij82220844,False,USD,2011-08-27,843360.00,307893.00,False,CREATE,2010-02-01 08:41:29,2014-10-07 06:33:29
dizmx67119,kcu07485225,False,GBP,2010-01-28,492293.00,3930984.00,True,CREATE,2011-03-22 11:19:25,2015-10-25 01:04:52
ljqsi56882,yke12230089,False,USD,2011-09-13,4410594.00,604292.00,True,CREATE,2011-04-30 12:43:21,2013-01-29 03:31:08
rsolx42041,atg30643304,False,GBP,2012-04-01,3151814.00,62223577.00,True,CREATE,2010-12-05 11:57:02,2012-10-29 01:21:04
nsnva31305,jqn90517438,True,GBP,2014-10-22,93152318.00,7180.00,False,UPDATE,2013-04-16 10:20:48,2013-09-13 02:31:15
ewnoj79958,wbv18158484,True,GBP,2011-11-04,3352385.00,12301794.00,False,CREATE,2011-03-03 02:34:53,2014-08-14 08:27:35
soxyo95242,rhx94573477,False,USD,2013-02-23,6197789.00,730370.00,False,UPDATE,2014-06-25 11:07:08,2013-07-18 09:57:54
wrgdf51399,eie25686425,False,USD,2012-09-04,81571.00,50242638.00,False,UPDATE,2013-11-04 09:58:34,2013-12-16 10:04:26
ookdk16209,ckn17479141,True,GBP,2011-03-22,422224.00,4055717.00,False,CREATE,2012-06-10 04:32:44,2015-07-28 03:50:16
iihuk35205,vec81933436,False,GBP,2011-12-02,979107.00,215649.00,True,UPDATE,2011-04-13 09:21:24,2013-05-12 08:22:05
mjtue82391,mkj70206753,False,USD,2013-09-05,53453554.00,3938505.00,True,CREATE,2010-03-20 06:40:36,2016-01-15 03:03:49
yuvju87330,mnq37557354,False,USD,2013-05-15,163000.00,616884.00,True,CREATE,2012-04-26 12:18:04,2012-02-25 11:28:39
ojybi48849,jwz22175712,False,GBP,2014-10-13,467231.00,769051.00,True,CREATE,2014-06-04 06:02:06,2017-02-22 08:07:02
krrrz20915,cha41494846,False,USD,2012-07-31,8165542.00,94127941.00,True,CREATE,2013-11-08 03:45:56,2013-02-21 12:06:46
dsvib47736,ytz41532059,True,USD,2010-10-18,261149.00,774305.00,False,UPDATE,2013-03-03 11:36:01,2015-10-13 06:16:51
hxadd62024,rhe70250822,False,GBP,2012-05-17,8846.00,483692.00,True,CREATE,2014-08-15 04:19:24,2017-04-19 06:04:03
zvocj69694,kwp36522943,True,USD,2013-01-26,92714.00,29711028.00,False,UPDATE,2011-06-20 03:47:13,2016-11-21 12:59:14
nuodr12391,jho83646776,False,USD,2013-10-11,515262.00,997154.00,True,UPDATE,2014-08-13 10:18:24,2015-10-06 12:39:50
esgxz27174,fxf30101757,False,GBP,2014-10-27,587848.00,68945667.00,True,CREATE,2014-08-21 02:54:31,2014-05-09 04:04:54
lilxm98359,ehm39553689,True,GBP,2013-07-21,9437567.00,703485.00,False,CREATE,2012-08-17 10:38:30,2012-05-29 05:03:37
ewhgt03836,mvx05866317,True,USD,2013-03-15,280175.00,8857232.00,False,UPDATE,2013-02-19 11:38:20,2016-02-03 01:02:08
cfvtp40906,nwy49027094,True,GBP,2014-08-02,91234769.00,266134.00,True,CREATE,2012-03-21 10:26:07,2014-12-20 11:41:23
dkgba07227,ytx28433514,True,USD,2014-09-10,528827.00,745953.00,False,UPDATE,2014-05-09 08:02:25,2014-04-23 09:00:03
oyyfi46586,pwd40939187,False,USD,2013-08-16,42034.00,424864.00,False,UPDATE,2013-02-25 03:56:54,2014-01-26 09:05:45
xidvn59974,ydi35527382,False,GBP,2013-06-10,58613783.00,907752.00,True,CREATE,2014-01-14 12:32:20,2012-11-27 11:20:21
gxlby06778,fsm41277490,False,GBP,2012-01-14,8162172.00,86667.00,False,UPDATE,2011-02-15 09:11:12,2013-01-31 08:46:25
gmgiy05643,yla44764788,True,GBP,2013-07-02,630917.00,933914.00,True,UPDATE,2013-10-28 09:12:01,2013-12-25 01:36:39
yheld62893,dge88009701,True,USD,2014-03-19,37752870.00,354632.00,False,UPDATE,2012-07-17 02:42:50,2016-02-08 07:21:27
rzbti36856,pkt92418484,True,USD,2014-06-14,51934386.00,9323240.00,True,CREATE,2014-10-15 11:32:52,2013-04-07 08:24:39
gwouo37241,cni94596536,False,USD,2011-05-17,83260021.00,519932.00,True,UPDATE,2014-11-28 07:46:52,2012-11-05 10:16:57
blkbh83012,rnp58052172,True,GBP,2014-11-25,159778.00,39133810.00,False,CREATE,2015-01-07 02:29:44,2012-09-30 07:59:56
dbevr54185,tqk78865799,True,GBP,2014-12-30,866016.00,84311646.00,True,CREATE,2013-01-22 07:48:31,2013-12-01 09:05:35
auhsb78126,skg74414244,False,USD,2014-03-09,139974.00,6103400.00,True,UPDATE,2011-05-21 02:20:49,2014-06-02 09:44:38
ihkcz44598,bwq35689927,True,USD,2013-02-04,648888.00,8841755.00,True,CREATE,2014-03-26 10:41:47,2015-11-12 01:19:50
hppnu25743,rru71498420,True,GBP,2010-08-17,3816191.00,9225237.00,True,UPDATE,2011-06-30 01:11:11,2014-02-28 05:02:49
vrbtd45361,axl58805972,True,GBP,2014-05-25,9762442.00,1555252.00,False,CREATE,2014-12-11 11:31:18,2015-02-13 10:08:19
wysnf85549,ibv97915914,False,GBP,2012-04-10,5083337.00,699366.00,False,UPDATE,2014-01-10 11:46:28,2014-01-07 11:34:28
taxrs68859,gyx98658477,False,GBP,2011-03-12,5690391.00,577573.00,False,CREATE,2015-02-18 09:05:08,2016-10-05 10:22:36
snhor35052,bkt29134406,False,USD,2010-10-14,89547961.00,3103805.00,True,CREATE,2011-12-18 06:23:26,2017-01-22 08:21:08
qowoz27842,aft97652980,True,GBP,2012-06-05,81619999.00,5979150.00,False,CREATE,2010-02-17 09:21:05,2014-07-25 09:11:05
cdrea63708,mfs35092703,False,USD,2011-12-03,4242840.00,871758.00,False,CREATE,2014-07-13 10:35:29,2013-01-11 05:48:33
egsbh70235,kqr77580985,False,USD,2014-01-12,193058.00,303886.00,True,UPDATE,2011-11-09 03:11:31,2014-08-27 03:29:36
aqkwn29902,zji82178208,False,USD,2011-08-25,834176.00,962302.00,True,UPDATE,2013-05-12 08:16:57,2013-10-18 01:47:27
wdcmp39632,oqx36139897,False,USD,2015-02-08,472836.00,6204645.00,True,CREATE,2014-01-15 10:59:08,2014-04-23 04:10:17
pxsfy55756,wvb31738278,False,GBP,2010-03-15,633328.00,77516906.00,False,CREATE,2011-08-14 06:41:42,2016-03-15 05:21:00
altiv76758,sup42218441,False,GBP,2014-07-29,17692.00,159614.00,True,UPDATE,2010-05-31 01:24:51,2016-04-30 01:15:17
wjonf11679,hio49630323,False,USD,2013-09-03,769236.00,1355182.00,True,UPDATE,2015-03-16 04:09:06,2015-08-03 06:23:02
mlkjp51452,rqs17033607,False,USD,2013-09-01,688068.00,293261.00,False,UPDATE,2014-12-24 04:10:53,2016-12-21 01:33:26
stcux69959,lmo97416423,False,USD,2011-06-30,389967.00,811896.00,True,CREATE,2012-08-24 12:51:33,2015-07-25 10:26:46
vyvcp70539,xkf34406970,False,GBP,2012-09-04,9384227.00,72001201.00,False,UPDATE,2015-03-08 11:25:12,2016-06-12 11:49:25
zgbmj68010,szr30979646,False,USD,2013-08-19,581389.00,336203.00,True,UPDATE,2010-09-01 06:36:42,2015-01-21 08:48:29
equsy31692,zbd09943892,False,GBP,2014-10-20,142886.00,6387649.00,True,UPDATE,2014-01-15 01:41:46,2014-03-24 06:59:29
azpcx55862,knt73033739,False,GBP,2014-03-18,580180.00,521552.00,True,UPDATE,2010-07-25 03:18:22,2012-10-17 04:10:04
veyqo58437,zbp73781894,True,GBP,2013-01-09,2631448.00,16448997.00,True,UPDATE,2013-08-24 03:27:01,2012-06-24 10:55:55
bvjzl55568,uiw05952428,False,USD,2010-06-22,1292084.00,7838071.00,False,UPDATE,2014-08-02 06:03:35,2016-11-11 09:01:55
jaztv65756,wos42749211,True,USD,2014-07-04,6724449.00,964380.00,False,CREATE,2013-12-22 12:24:02,2015-08-11 06:27:05
