Id,CollateralID,ChargeHolderID,ChargeOrderID,ChargeTypeID,ChargeValue,ChangeType,CreatedDate,LastModifiedDate
in42984144306152,cha41494846,12,2,1,2035,CREATE,14/09/2014 11:53,09/04/2013 09:23
rf61852236135220,ytz41532059,15,3,3,22809,UPDATE,19/11/2011 07:26,16/04/2014 01:29
bv24537670754824,rhe70250822,15,3,3,5035,CREATE,08/05/2010 02:17,23/11/2014 07:47
ox52032748742849,kwp36522943,8,2,1,776,UPDATE,03/01/2012 07:09,09/04/2015 08:56
ui05232847402652,jho83646776,9,2,2,9812,UPDATE,17/07/2011 06:29,09/12/2012 11:31
ys68651186277245,fxf30101757,16,1,2,4068,CREATE,22/02/2015 05:03,06/08/2013 04:55
bj67306866139132,ehm39553689,18,1,3,30015,UPDATE,19/04/2014 02:50,08/09/2016 01:29
es18569483437923,mvx05866317,17,2,2,86074,UPDATE,18/11/2013 01:52,06/08/2015 01:18
lr21459623711151,nwy49027094,13,2,1,9265,UPDATE,27/12/2011 05:24,03/08/2013 12:13
ai64338260376237,ytx28433514,12,1,2,9890,CREATE,18/06/2011 02:31,26/03/2017 12:37
vm72773600786390,pwd40939187,18,3,2,1833,CREATE,06/05/2014 08:13,01/10/2015 04:47
ux93020886894270,ydi35527382,14,3,1,5015,UPDATE,26/01/2014 10:09,23/12/2013 07:33
fo98285199239478,fsm41277490,1,3,1,2878,CREATE,20/12/2011 05:19,08/04/2013 04:54
bm50067056094702,yla44764788,4,2,2,16,CREATE,22/06/2012 05:30,25/10/2013 10:18
fk90752824870217,dge88009701,8,3,3,972,CREATE,06/01/2012 06:24,04/09/2014 07:41
wg84434160385882,pkt92418484,3,3,1,4382,UPDATE,25/01/2015 04:22,14/07/2016 12:19
tz78379605355452,cni94596536,12,2,1,43718,CREATE,02/08/2012 02:05,17/03/2012 08:20
xv32120130720460,rnp58052172,14,2,1,3067,UPDATE,24/08/2010 05:22,13/03/2017 02:10
wz06531146068075,tqk78865799,9,2,3,4201,CREATE,14/05/2014 11:46,11/04/2014 05:47
ym27695505163049,skg74414244,10,1,3,8833,UPDATE,01/06/2011 04:38,20/11/2012 03:08
nr99847360386605,bwq35689927,15,3,3,2295,UPDATE,14/10/2011 01:29,10/01/2013 04:13
kx34823895066625,rru71498420,18,2,2,3199,UPDATE,07/09/2011 02:36,05/06/2015 12:03
eu10742569400835,axl58805972,13,3,2,31841,UPDATE,17/06/2012 05:29,19/05/2013 02:39
vf09667886863178,ibv97915914,16,1,2,6230,CREATE,21/04/2010 03:47,18/03/2014 10:56
lo81916422679355,ibv97915914,20,2,1,97105,UPDATE,01/03/2010 11:05,30/10/2014 12:43
uf05468613209779,bkt29134406,18,1,1,6291,UPDATE,08/08/2012 07:12,23/05/2015 12:58
xg03015924018884,aft97652980,8,1,1,15727,CREATE,18/11/2012 01:10,01/06/2013 02:38
ak55802693373083,mfs35092703,6,2,3,19764,CREATE,17/04/2013 05:03,11/04/2013 11:29
to97411033053733,kqr77580985,20,1,1,55788,UPDATE,21/11/2014 12:23,02/10/2016 06:24
hv78502371611347,zji82178208,11,1,3,9529,CREATE,12/03/2015 10:02,16/11/2013 02:34
zw71908434031112,oqx36139897,4,1,3,68533,UPDATE,09/09/2014 09:27,28/01/2014 08:48
gl78383901979620,wvb31738278,21,2,3,69758,CREATE,26/11/2013 08:26,06/02/2015 05:03
sp86384054265533,sup42218441,7,3,2,85299,CREATE,13/03/2012 02:26,07/08/2014 04:28
hx33934158902776,hio49630323,11,1,2,71310,UPDATE,10/03/2014 12:37,14/07/2015 08:40
wv41896663750710,rqs17033607,5,2,3,7799,UPDATE,11/11/2014 09:19,02/05/2015 08:56
dy52107374839506,lmo97416423,15,2,1,5510,UPDATE,10/06/2012 12:05,17/09/2012 04:52
re14237637873701,xkf34406970,15,1,1,12383,CREATE,07/10/2011 11:58,01/08/2013 03:20
og01129059080380,szr30979646,3,2,1,9476,UPDATE,12/05/2012 11:17,23/09/2013 05:58
lk90305171526811,zbd09943892,12,2,3,6924,CREATE,28/09/2013 05:27,26/01/2016 03:09
mg91865714258535,knt73033739,5,1,2,7735,CREATE,24/03/2015 09:47,01/03/2015 01:10
wb74727223358862,zbp73781894,13,3,3,9540,UPDATE,09/07/2010 03:59,13/02/2014 02:22
ou44126306651459,uiw05952428,5,1,3,7297,CREATE,27/05/2010 04:08,29/05/2015 02:23
gp85389293238992,wos42749211,6,2,1,715,UPDATE,06/03/2013 05:46,27/04/2015 01:53
pm82321089721009,ddq70713541,8,3,1,9790,UPDATE,22/06/2014 03:35,10/04/2014 10:11
og89235814009301,iig91987122,18,3,2,5828,UPDATE,11/06/2011 11:16,10/12/2015 04:28
pu72864111909985,agv92179138,5,2,1,212,UPDATE,11/07/2012 12:27,15/02/2015 11:32
iy69241721654578,nip75201562,18,3,3,66154,CREATE,04/10/2012 12:54,14/09/2012 05:33
tq56381127763704,hah04339879,8,1,2,182,UPDATE,02/06/2011 01:58,03/08/2013 08:39
wy88269496945383,yqp97523176,21,1,2,688,CREATE,19/09/2011 07:38,27/10/2014 08:48
fz54240115439753,din19564043,2,3,2,1771,UPDATE,05/01/2011 06:21,13/10/2015 05:12
go12971116955506,jto36995552,16,1,3,19926,UPDATE,03/08/2011 01:57,24/02/2012 06:56
qv61514418105698,vns79620850,10,2,3,44700,UPDATE,30/01/2010 10:31,27/01/2015 07:05
oj83563813146461,sfi85606082,7,3,2,1000,CREATE,15/05/2011 08:32,26/11/2015 06:07
ar87494250906257,wmc69229886,7,3,3,25871,CREATE,28/07/2013 04:41,30/06/2016 03:48
ar24249474128784,ivk06566857,6,3,2,4095,CREATE,05/07/2013 03:55,22/02/2017 11:39
pp48715681243095,nvp18184806,15,2,1,72841,CREATE,02/02/2015 05:08,08/03/2013 06:22
tq04494154042226,axf78769292,10,1,3,8755,CREATE,31/12/2010 01:31,09/10/2015 12:43
li20862563419701,yad10340120,19,3,1,3521,CREATE,18/10/2013 11:39,23/10/2012 11:56
rc17124948995919,ksl34842985,20,3,2,10456,UPDATE,08/02/2011 11:18,08/06/2015 08:20
sq37726526500851,qtw19134233,4,3,1,3223,UPDATE,07/04/2012 11:39,24/07/2015 08:18
jf00578110679000,uqc25582577,16,1,2,82663,UPDATE,19/03/2012 09:58,02/11/2012 09:04
nr74736305562321,uhi51989642,14,1,2,85584,UPDATE,27/01/2010 07:29,13/04/2016 03:46
yr37675854522181,sbk26575498,4,2,2,5563,CREATE,15/03/2012 01:22,30/07/2016 04:27
va55650390666328,dvz51816915,14,1,1,3218,CREATE,16/01/2011 05:40,13/02/2014 10:22
px96310661584062,ubp30847456,21,3,3,2921,UPDATE,01/03/2010 05:09,13/03/2016 11:37
cf30742325189983,loc44207451,15,1,1,6942,CREATE,30/05/2010 05:21,05/06/2015 08:18
mj62978758191525,ulv89430193,19,1,1,6218,CREATE,16/10/2010 06:49,27/09/2015 02:09
ai72928201837038,rpx25447473,10,3,2,9865,CREATE,28/03/2013 04:14,01/05/2016 11:24
du35842811621472,qlp91144242,10,3,3,98466,CREATE,01/08/2011 02:11,08/10/2016 10:07
ws65420716723142,iid36120519,11,1,3,6272,CREATE,29/03/2013 06:25,01/09/2014 07:53
uq21037193587931,bug13250287,19,2,2,6494,UPDATE,24/09/2011 02:35,21/09/2013 01:44
yo10424068580781,vqy83844882,6,3,1,8059,CREATE,10/01/2014 01:05,17/06/2013 05:01
tw23812509829160,ngx65329455,21,2,3,2924,UPDATE,12/10/2012 07:53,17/09/2016 03:40
ll92773894797745,rzq71052585,6,1,2,22480,CREATE,13/03/2010 05:22,03/05/2015 10:37
gp73439561925126,rhg66998213,1,3,2,9,UPDATE,03/05/2015 10:34,09/06/2014 03:47
ne86950564339292,kfw98094377,14,2,2,5575,UPDATE,29/03/2012 06:18,13/05/2014 01:48
sd38170129964786,uom35902663,21,3,1,70830,UPDATE,23/06/2011 02:48,19/03/2012 12:53
eg63137400715078,jxe30853517,9,1,2,58335,UPDATE,02/10/2012 03:50,09/04/2015 12:50
cm70881746016629,sny60909837,11,3,3,4416,UPDATE,19/10/2011 11:47,27/03/2016 12:12
ib34094673285403,knm52075412,8,2,1,5197,UPDATE,17/09/2010 05:24,19/07/2012 08:28
jx15969170472929,fgp15248134,3,1,1,79334,UPDATE,13/06/2013 12:48,09/11/2014 06:41
hu04983034210375,mii70544979,4,3,1,1074,CREATE,29/06/2010 12:11,20/05/2015 11:40
fl13694018359279,gwf85196137,10,1,1,4751,UPDATE,10/05/2012 06:52,22/09/2012 04:40
ml79437903854462,loc54580919,17,2,2,4947,CREATE,31/05/2010 10:41,25/08/2016 01:59
wv05975161559769,gnj31928235,17,1,1,3907,UPDATE,25/12/2010 01:22,16/04/2014 02:45
in82700890827399,web27074127,5,3,3,7493,CREATE,20/05/2012 03:36,22/09/2013 04:09
ep22724028102635,dbs02855296,15,3,3,7791,CREATE,06/04/2013 09:26,03/09/2013 07:45
mm32100208161021,woo52141057,19,2,3,44727,UPDATE,25/11/2013 04:47,11/04/2016 11:04
od86434199149432,vlr93547456,12,2,3,4352,UPDATE,07/05/2010 04:49,25/07/2014 03:38
cc63097160783814,lvv42769350,7,3,1,88860,CREATE,20/05/2013 04:46,30/11/2013 05:37
nd69058115870284,lcv12059279,21,1,1,6527,CREATE,31/05/2011 06:34,03/09/2013 08:55
wa42116190983031,hba24034463,10,2,1,1648,UPDATE,20/05/2013 03:07,30/03/2017 07:56
ym96996182311768,bru86528439,20,3,1,57045,CREATE,03/05/2011 11:23,15/07/2015 07:16
jh76484104279335,zes70136692,1,2,2,42025,CREATE,22/11/2012 01:27,16/12/2014 07:09
eb04698638380304,zvc04047338,6,3,1,9518,CREATE,05/07/2011 10:04,17/07/2014 09:52
dv15708254574721,xyc14289842,3,3,3,9162,UPDATE,07/09/2013 09:34,28/12/2016 01:17
lb82100541563776,hyn47967427,10,3,2,70752,CREATE,17/12/2013 09:52,29/03/2013 02:03
ye01291826071219,voq43933694,7,1,1,1384,UPDATE,10/08/2010 02:55,18/09/2015 07:14
tu80105511114998,xpw11701954,5,1,1,9827,CREATE,20/04/2015 03:04,20/05/2013 03:03
nr88128066364427,nnt10515009,9,2,3,5708,CREATE,07/05/2015 12:30,20/01/2017 09:15
oj69540612642705,mvl93831112,20,1,1,40187,UPDATE,06/03/2011 01:27,04/04/2016 08:48
jp19584480511870,kfz54246859,1,1,3,4172,UPDATE,05/03/2010 03:00,20/02/2014 05:56
wl33153529907620,daw18378781,15,3,1,94789,CREATE,19/06/2014 08:56,17/03/2015 12:50
wb74029128542041,nlp81027316,15,3,1,988,CREATE,30/01/2010 01:40,14/10/2016 01:29
kw01576046031818,knw04572974,16,2,2,16212,UPDATE,03/11/2013 04:08,12/08/2016 07:05
ew11756208956156,cth98008531,13,3,2,69652,UPDATE,19/06/2011 02:09,29/08/2016 11:16
ge19720677712530,zlc69359976,5,3,3,78942,CREATE,20/11/2013 05:58,04/02/2015 03:08
yq01560914590651,vuj86949489,13,1,2,2870,UPDATE,30/08/2012 08:50,05/12/2014 11:11
vr26697609684960,vpd34568218,1,1,3,32304,CREATE,10/01/2015 01:05,23/03/2017 05:31
nm67007345482165,qbh59356253,21,1,3,61784,UPDATE,12/06/2013 04:43,09/06/2014 06:41
ia65787999096843,qgo43098983,10,3,1,3694,UPDATE,24/03/2011 10:00,25/12/2016 05:19
xk55106595057149,dzz61751375,15,1,1,7392,CREATE,16/11/2010 11:31,08/05/2014 07:59
ik28702633286749,web51776249,17,3,1,8007,UPDATE,23/03/2010 09:25,28/10/2012 04:11
so94584269729083,iat33320331,1,3,3,4856,UPDATE,14/06/2014 12:44,18/07/2015 07:30
fw35280005005140,rec02565521,16,2,2,78316,CREATE,07/06/2014 04:04,11/02/2017 12:44
rz39767386524651,cee16864122,9,3,2,80294,UPDATE,14/10/2010 06:45,28/11/2013 01:00
bi10613470348458,cee16864122,5,2,1,83746,CREATE,06/04/2015 04:40,05/12/2013 01:21
ug13332075607765,cee16864122,20,1,3,8132,CREATE,26/11/2013 05:41,04/10/2016 11:47
eq63042893716234,iwp83219102,2,3,3,49165,CREATE,27/03/2015 06:19,27/05/2014 03:25
zl21057181930093,muf89109701,9,1,3,87819,UPDATE,13/01/2012 03:42,07/02/2015 04:17
ci51628916788956,svk68096160,10,1,1,31315,UPDATE,08/02/2014 08:47,09/09/2012 07:18
nr37823912354143,fuz51840943,8,1,1,15592,UPDATE,05/04/2012 07:16,24/08/2012 12:58
px69705164252136,khl44576930,16,2,3,1554,UPDATE,17/02/2015 05:34,24/12/2014 07:27
jf67456857703131,ysk69394893,18,2,3,9583,UPDATE,17/04/2010 11:18,03/08/2012 03:08
pm94736261857125,icn67385063,4,2,3,20989,CREATE,29/12/2014 05:04,12/04/2014 03:16
hj33223720517607,ofx63396983,8,2,2,71998,CREATE,28/06/2012 08:02,08/11/2016 02:10
zn38668009539219,dyt02557649,2,1,3,8356,CREATE,31/03/2014 06:23,24/12/2013 06:35
km72394624207662,lif37116302,15,3,3,3188,CREATE,04/03/2011 01:09,02/05/2014 02:59
ia33779391282996,mkv48109999,5,1,3,8373,CREATE,17/10/2014 04:22,19/06/2015 03:49
ev64649956038081,fuk71498644,21,3,3,2997,UPDATE,13/09/2013 11:37,02/01/2017 12:08
ec93205402337195,xtn79420918,10,3,3,6749,UPDATE,12/10/2013 06:20,21/05/2013 03:35
mi83034445625054,hjt23997944,2,1,2,6549,CREATE,08/09/2011 01:16,02/10/2013 06:20
hs09388947928102,wgj06631413,14,3,3,6614,UPDATE,25/12/2010 06:48,24/07/2015 12:33
kx21316791221314,pia97821480,11,1,3,8209,UPDATE,16/01/2014 03:15,05/11/2012 05:00
ap72169489049226,qrg04831682,4,2,1,9888,UPDATE,03/07/2014 01:21,24/07/2016 03:47
ei47011614390459,bba22737182,1,3,1,3195,CREATE,06/05/2013 09:32,27/01/2017 10:14
ok87036881756091,pxy96066897,15,3,2,2556,CREATE,16/10/2012 01:26,21/04/2012 12:31
zb37236773651526,anm21471895,7,2,3,69040,UPDATE,21/11/2013 05:28,14/07/2012 07:55
ba46675226518390,dpk04010901,3,1,3,60629,UPDATE,26/02/2011 10:51,03/04/2014 05:15
rp50186449601000,lpn09860084,8,2,3,53750,UPDATE,20/03/2013 10:36,25/10/2013 03:55
kw96876238795541,jzw11190761,8,1,2,99426,CREATE,01/07/2012 07:07,07/09/2016 03:24
yf59394515679660,stu00066739,19,3,3,943,CREATE,10/06/2014 12:50,12/09/2012 01:28
cb14949858146881,hks92415065,11,3,3,90596,UPDATE,01/02/2014 03:09,03/02/2014 03:32
nb70611792836054,dyx50781700,11,3,2,3710,CREATE,09/09/2012 04:47,08/07/2016 06:49
ja20925630886881,tvk21552718,9,1,2,25242,CREATE,14/03/2011 04:39,17/02/2015 01:33
ze55723060387963,mvb63866224,15,1,1,34488,CREATE,27/08/2014 03:40,12/05/2013 10:01
zj12396860345394,tlw72475461,20,2,3,8940,UPDATE,13/04/2015 03:01,11/03/2014 04:26
mk46487455265266,dkm33853516,13,2,2,5411,CREATE,11/02/2013 12:39,01/08/2016 01:11
js36171702810385,hgu13901855,1,2,2,1335,CREATE,03/11/2011 12:00,17/02/2013 06:54
jn30952723236059,pdu16827848,2,2,1,7079,CREATE,24/04/2015 02:06,27/04/2015 02:28
kb01050295096892,qgo04848120,6,3,2,2895,CREATE,27/11/2011 09:44,31/08/2015 10:00
tl88623179372568,udl12434478,3,1,1,59019,CREATE,01/06/2014 09:18,02/12/2014 05:13
ag46356929425187,hdz89341007,18,3,3,3288,CREATE,02/11/2013 05:56,28/11/2016 08:32
yg26280357389810,zbn90734661,12,3,3,24589,UPDATE,23/12/2010 04:58,12/02/2012 11:25
qv24774610278691,zal72256772,7,1,3,73692,CREATE,08/05/2011 03:07,28/04/2016 11:13
ww30941589065324,alv66511113,8,3,1,51575,UPDATE,13/08/2010 11:23,20/06/2013 06:23
xm45598582813266,eic64591707,13,3,1,9679,CREATE,18/11/2014 11:26,13/07/2015 10:10
vc34123021079046,tat37235307,5,2,3,2354,CREATE,04/12/2010 09:47,17/09/2012 05:11
tc50388016550756,rhq71683039,19,2,1,86067,CREATE,08/02/2011 02:15,08/01/2013 07:14
gf03068189869813,hql65778496,14,2,2,57814,CREATE,24/10/2012 05:09,03/11/2013 09:32
hx79983117593258,loy16335479,12,2,1,87839,UPDATE,22/06/2011 03:57,13/01/2015 09:46
yd56873615653296,nxj06812704,4,2,1,6538,CREATE,09/08/2012 06:20,16/03/2014 10:30
kf69306890700024,ode82043963,10,2,1,5578,CREATE,14/09/2014 06:01,30/06/2013 10:31
jm73690088422176,otc23817397,6,3,3,2715,UPDATE,01/10/2011 07:23,12/04/2012 10:34
ru35689332371698,nlw20795532,7,1,3,10981,UPDATE,23/12/2011 11:51,01/10/2012 09:21
pl51222679366751,qyj03611739,4,2,2,1178,CREATE,22/09/2011 08:03,29/01/2012 02:44
ff23921329817277,igq52246193,17,2,3,69904,CREATE,04/04/2011 07:31,20/09/2015 03:50
ut58031853655318,qnr49403869,18,3,2,88060,UPDATE,19/02/2015 10:50,03/07/2014 02:02
yf55116779769227,ani23870175,13,1,2,12564,CREATE,17/04/2014 04:08,20/07/2012 02:49
zk75986264548105,dfa98833702,14,2,1,59148,UPDATE,02/08/2012 10:30,30/01/2015 11:32
sf78869013269150,bbn39639022,3,2,2,3799,CREATE,19/04/2011 08:32,25/11/2013 02:55
cx59538347170445,vkz77282209,14,2,3,7796,CREATE,20/01/2013 02:11,07/09/2013 03:25
dr09927821192770,cpf28075357,20,3,2,7464,CREATE,17/11/2010 04:16,10/01/2016 03:56
aj33144964077657,bfz52824564,16,1,3,66691,CREATE,02/05/2011 06:23,24/01/2013 08:07
pm37456901052762,tth44664613,5,2,3,8181,CREATE,29/11/2011 11:11,20/08/2014 02:27
ty86804813728782,tyh95558502,6,1,2,14889,UPDATE,24/01/2015 01:16,13/04/2016 12:34
za57347399178122,ihy08854803,9,2,3,2374,CREATE,15/03/2011 07:56,19/11/2014 11:15
hg68726074977026,ffm14057735,15,2,1,8325,UPDATE,17/06/2013 03:58,01/12/2016 08:39
wy55519650175739,pot49611002,8,2,1,7198,CREATE,16/07/2013 09:39,16/04/2014 09:07
cl89007588504142,lge62851447,18,3,3,36282,CREATE,22/10/2011 11:13,31/03/2017 12:36
jg82240822659682,xug69233209,18,3,2,88637,UPDATE,29/04/2011 01:19,12/08/2013 11:20
mq10306274270709,vcj88141959,1,3,3,67167,UPDATE,31/05/2011 02:04,19/10/2015 02:10
ea41884039185664,kag27107600,9,2,2,1407,CREATE,02/10/2010 12:53,21/10/2012 09:34
io60810215448600,ysg84996257,6,3,2,68746,UPDATE,15/01/2015 03:14,28/06/2015 07:15
kl14906656935474,tal11183122,7,3,1,88719,UPDATE,15/03/2015 12:16,26/08/2015 10:19
lp41741508754478,amk24163171,1,3,2,8645,CREATE,22/04/2015 11:42,09/07/2015 04:14
au25528460981271,gmq46389063,12,3,3,363,UPDATE,30/05/2014 05:29,28/06/2014 12:49
zr06617089329287,tkm19930952,10,3,1,8415,UPDATE,30/09/2010 05:39,28/12/2013 09:11
vx64708249627228,tfa03805022,5,3,3,42651,UPDATE,21/08/2014 12:01,16/12/2014 04:52
iv21561322923986,zcb87382781,13,1,1,8535,UPDATE,09/08/2010 08:25,16/12/2012 09:10
pe97159935779091,gjq24267352,19,2,3,95050,UPDATE,25/01/2014 02:08,11/08/2012 09:41
ue05062317879047,aqc33462016,20,1,2,8555,UPDATE,03/04/2015 09:43,16/12/2015 11:14
bg86561598234158,vuv27805470,15,1,1,45657,CREATE,05/10/2013 10:01,30/04/2012 06:09
wj18594288084991,emf17287571,9,2,2,13010,UPDATE,01/08/2012 12:23,19/07/2012 03:11
gf17214030746103,lvg09715784,8,3,2,23189,CREATE,19/09/2014 01:55,14/01/2013 04:42
an75261881795888,hxo03399752,7,3,3,578,UPDATE,07/11/2012 03:14,20/09/2014 03:12
ok04711851757511,ohb29200154,21,3,2,95771,UPDATE,01/07/2013 09:46,09/07/2012 04:56
xq41678659617356,mun50774753,10,3,1,5091,CREATE,03/02/2013 02:49,21/05/2016 10:27
yp76551579335959,wdd49419863,12,2,2,1229,UPDATE,29/09/2014 07:35,26/07/2012 02:45
jq96757122775112,vxq50780746,21,1,1,6071,UPDATE,10/06/2011 07:20,08/07/2013 12:04
zl74937836612598,mdl29479111,3,1,2,333,CREATE,02/04/2012 08:23,24/07/2012 08:23
mh11171010073396,uap99329987,12,1,3,62658,CREATE,21/06/2010 02:10,15/09/2015 09:44
dv06284319727574,wco67566120,21,1,2,9392,UPDATE,07/08/2010 05:48,14/04/2013 10:23
ao50995098388025,nnp39320790,14,3,1,832,UPDATE,16/08/2010 03:21,16/03/2017 01:27
ux77148353464792,pkv66717087,7,3,1,57419,CREATE,17/05/2012 02:16,10/10/2012 05:51
ny17400501121906,cwc03025295,12,2,2,92613,CREATE,08/06/2011 07:43,16/10/2012 11:32
hr91772388960778,tsh24304280,6,1,3,74077,UPDATE,13/05/2011 05:46,31/03/2013 04:09
sl69640386231347,qfs85047028,20,3,2,95469,CREATE,07/08/2013 02:04,18/04/2012 05:04
at67434099422917,sbi73756065,6,2,1,3938,UPDATE,30/11/2011 07:23,10/02/2016 01:58
cd67380755418915,lin36045777,2,1,2,1894,UPDATE,31/03/2013 05:26,10/11/2016 09:15
ej06467644414516,lqt32067915,8,2,2,81806,CREATE,29/08/2012 02:25,04/11/2014 02:41
wr77833169492858,kha68265214,6,3,1,79633,UPDATE,20/08/2013 09:45,03/01/2016 04:07
wo87501235775966,dcw57857886,11,3,1,71313,CREATE,08/07/2011 02:51,03/08/2013 10:42
vq09176429997183,bmi97952538,15,2,2,3349,UPDATE,10/03/2012 09:20,12/05/2016 03:59
tx61932287760246,jlz05165179,9,1,3,36539,CREATE,14/06/2010 08:45,26/02/2015 08:02
az50340396091301,rmz08118984,9,3,2,81771,CREATE,10/04/2010 04:49,23/11/2016 02:23
vp27578436205800,tfk07795313,17,3,2,1933,UPDATE,22/03/2014 08:28,30/04/2017 06:24
om57609197202682,mki91227705,6,1,1,9740,CREATE,11/08/2013 09:15,20/01/2015 11:38
im25434583011584,iyt55372493,2,2,3,49746,CREATE,04/12/2010 09:41,14/06/2016 01:25
an90548036821504,ayl12971387,8,2,2,69928,UPDATE,08/09/2010 01:12,09/06/2014 08:07
uc47346916717712,ikr53498584,4,2,2,1127,CREATE,15/01/2010 09:34,07/01/2015 05:53
it63967413193481,fsi50460002,4,1,1,8912,CREATE,13/04/2011 03:13,14/12/2012 11:18
ys77737652786165,bmz99242391,2,1,1,8649,CREATE,01/11/2014 03:36,15/04/2017 04:34
hi88939513715649,bbi98446003,19,1,2,77151,CREATE,02/11/2011 06:14,26/10/2014 04:35
qm01700536213344,bmj82027841,3,1,3,6296,CREATE,29/11/2014 06:05,14/05/2017 12:20
iq08308607267499,kwy51309788,11,3,3,7612,CREATE,26/01/2014 01:54,26/03/2013 07:42
wb11716137886611,zyb66581849,10,3,1,5239,UPDATE,29/01/2011 01:15,07/11/2013 12:07
yu68670167928691,fik91192645,11,2,3,8692,UPDATE,20/05/2013 02:36,05/04/2014 02:43
lo08254303705213,xjv77494116,18,3,1,90305,UPDATE,15/08/2014 01:24,23/08/2013 07:42
fy63068707873752,jfy17092122,5,2,3,2264,UPDATE,31/01/2011 03:20,09/02/2013 08:44
mo75343380956313,xii16520070,6,1,1,49667,CREATE,01/10/2012 11:45,21/03/2017 11:58
nk81295109104869,luj82927746,13,2,3,8662,CREATE,21/07/2014 09:45,26/12/2012 06:50
cq22592644750651,egm42679963,1,1,3,233,CREATE,14/08/2010 06:00,20/04/2017 04:14
kl54455045345605,cxe84434355,15,2,2,5545,UPDATE,21/11/2014 01:10,12/05/2013 10:03
nn65492260979330,jix59415937,12,3,3,69467,CREATE,23/06/2013 09:07,10/08/2016 08:39
zq65899620347108,hdd46590514,4,1,3,10484,UPDATE,27/09/2014 07:48,12/10/2012 07:03
yn26028843532908,hol92943738,8,2,1,2044,CREATE,03/10/2012 09:53,20/02/2012 03:08
pw60108538102441,ivr02731311,3,3,2,28587,CREATE,07/01/2011 04:25,14/06/2016 08:32
ux45696336823532,taf61550567,4,2,1,41572,CREATE,05/12/2013 12:16,06/04/2013 07:48
ho03411165369267,wxq67993210,3,2,1,17250,UPDATE,04/03/2013 09:45,29/11/2013 01:09
wl48221110917607,vgl24308261,11,2,3,471,CREATE,06/11/2012 05:33,10/06/2012 01:23
fq45919198377099,bcx98132870,13,3,1,84904,CREATE,29/07/2010 11:17,20/06/2016 01:01
dk90406427871521,osu24632824,10,2,2,9183,UPDATE,29/12/2012 05:50,09/01/2016 09:13
cs20423094145089,pqq66119276,19,2,3,86001,UPDATE,21/08/2011 05:38,15/05/2012 09:36
ai19629124713933,ixn19258945,5,1,2,14770,UPDATE,23/06/2010 06:26,22/07/2016 02:19
pp92960586158218,mwk38539198,20,1,3,9231,UPDATE,12/03/2012 12:01,22/10/2016 11:16
qz91497326797352,xdm94316474,14,1,1,290,CREATE,08/01/2015 04:12,03/05/2016 11:00
mn20243976593003,xdm94316474,13,2,3,29743,CREATE,25/06/2012 09:01,03/06/2012 09:24
fp94376816407189,zqz22868855,1,3,3,2288,UPDATE,28/07/2013 06:12,15/06/2014 01:09
uk34470785421197,ypd02793665,8,3,3,3040,CREATE,13/07/2014 08:16,15/06/2014 02:09
hl03262027471371,nwn42106394,3,1,3,2262,CREATE,26/11/2012 02:55,16/06/2012 12:41
rx41159196020371,qix30825076,12,3,2,4790,UPDATE,25/01/2013 04:20,16/07/2016 08:45
lk94888317993403,aim76015823,20,1,1,61436,UPDATE,05/12/2012 07:59,14/02/2015 07:52
zz73021895803982,jsc35460459,9,3,2,13897,UPDATE,10/12/2011 09:31,27/12/2016 06:04
mr80298850535868,grl35550674,3,1,2,5280,UPDATE,19/11/2011 05:45,02/03/2013 08:46
cb40403884788289,mtg46915936,12,1,2,8335,CREATE,17/02/2010 11:26,06/03/2012 12:44
br71656800760266,nre00639822,1,1,3,8681,CREATE,21/03/2010 02:24,15/02/2014 05:12
mo49207420881661,jcb99889230,12,1,2,3766,CREATE,28/05/2013 11:38,28/10/2012 08:58
yi46837749452330,nez02997446,10,2,1,54442,UPDATE,12/09/2012 05:28,05/08/2014 06:22
yq33249417283032,zld24016548,8,1,2,58492,CREATE,25/08/2014 12:44,26/09/2014 01:30
vs87722107862700,fsb02106052,13,3,2,2438,UPDATE,13/05/2014 03:58,27/03/2017 02:56
us41910618289326,kcr97766519,16,1,1,205,CREATE,05/03/2010 02:22,13/03/2014 12:57
dl31170001523178,hzk80942558,19,2,1,8385,CREATE,18/11/2011 03:25,24/02/2017 12:55
ys68930481276661,izp44350056,9,1,1,2196,CREATE,08/08/2012 12:06,07/09/2013 12:19
af00854978563601,rfi94235306,11,2,3,70005,UPDATE,24/12/2012 04:09,03/05/2012 05:02
az97396901945947,zdh95172688,12,1,3,74297,UPDATE,14/02/2013 09:48,18/04/2012 11:56
zv23730308373328,xln33942049,6,2,2,68955,UPDATE,15/10/2014 03:39,06/11/2012 09:48
rd01863332979331,ucv69255152,6,1,2,28523,CREATE,22/07/2011 12:58,09/10/2015 11:09
wf69690252864644,kso45032329,20,3,3,6765,UPDATE,12/09/2012 03:56,21/01/2016 09:19
ju49421010682162,and06299706,2,3,1,18573,UPDATE,11/03/2015 11:28,24/12/2012 02:01
ni70506408500217,iny66192068,2,3,2,5613,CREATE,13/04/2014 08:34,28/10/2016 01:11
rm67938096289501,gbs18429469,7,2,2,6823,CREATE,10/10/2012 10:46,09/08/2015 09:19
vx21045587241556,bqe80990943,4,3,2,4630,UPDATE,07/01/2013 12:33,05/03/2015 11:51
